row_id,timestamp,consensus,node_count,network_latency_ms,tx_throughput_tps,energy_joules_per_min,security_risk_score,vehicle_count,vehicle_count_variability,fault_tolerance_requirement,notes
1577,2026-02-04T20:48:44.502509,PoS,4,42.87,1.0,280.69,0.1928,147,2.54,0.4239,
1578,2026-02-04T20:48:44.502509,Raft,25,139.63,1.0,342.06,0.116,147,2.54,0.5595,
1579,2026-02-04T20:48:44.502509,PBFT,8,316.57,281.77,210543.63,0.1539,147,2.54,0.7389,
1580,2026-02-04T20:48:44.502509,HotStuff,3,100.95,25.87,8629.39,0.0958,147,2.54,0.7245,
1581,2026-02-04T20:49:44.502509,PoW,13,466.79,1.0,8356.17,0.0743,235,1.39,0.4009,
1582,2026-02-04T20:49:44.502509,PoS,4,125.92,1.0,378.68,0.1179,235,1.39,0.4303,
1583,2026-02-04T20:49:44.502509,Raft,24,184.62,1600.94,922507.22,0.1224,235,1.39,0.6051,
1584,2026-02-04T20:49:44.502509,PBFT,8,94.33,215.33,145234.0,0.1138,235,1.39,0.7305,
1585,2026-02-04T20:49:44.502509,HotStuff,3,30.68,1730.31,564549.9,0.1083,235,1.39,0.7273,
1586,2026-02-04T20:50:44.502509,PoW,12,785.33,4.56,35270.99,0.128,215,4.35,0.4118,
1587,2026-02-04T20:50:44.502509,PoS,5,174.15,1.0,325.51,0.1382,215,4.35,0.4094,
1588,2026-02-04T20:50:44.502509,Raft,24,147.29,2540.36,973972.5,0.1192,215,4.35,0.569,
1589,2026-02-04T20:50:44.502509,PBFT,8,26.69,1.0,722.87,0.1745,215,4.35,0.7437,
1590,2026-02-04T20:50:44.502509,HotStuff,3,5.0,1.0,443.3,0.1329,215,4.35,0.7502,
1591,2026-02-04T20:51:44.502509,PoW,12,223.2,6.27,47351.44,0.1535,179,11.21,0.4332,
1592,2026-02-04T20:51:44.502509,PoS,5,91.94,81.03,22865.83,0.214,179,11.21,0.4413,
1593,2026-02-04T20:51:44.502509,Raft,25,107.04,1.0,561.11,0.2062,179,11.21,0.6222,
1594,2026-02-04T20:51:44.502509,PBFT,7,223.34,1.0,735.42,0.2482,179,11.21,0.7577,
1595,2026-02-04T20:51:44.502509,HotStuff,3,71.37,679.45,248586.02,0.176,179,11.21,0.7441,
1596,2026-02-04T20:52:44.502509,PoW,12,268.27,16.25,131145.65,0.1717,177,17.61,0.3967,
1597,2026-02-04T20:52:44.502509,PoS,6,232.43,1.0,387.33,0.2583,177,17.61,0.4724,
1598,2026-02-04T20:52:44.502509,Raft,24,8.15,966.66,341756.07,0.2284,177,17.61,0.5984,
1599,2026-02-04T20:52:44.502509,PBFT,7,258.01,1.0,624.21,0.2677,177,17.61,0.7965,
1600,2026-02-04T20:52:44.502509,HotStuff,3,72.86,1.0,152.53,0.2371,177,17.61,0.7679,
1601,2026-02-04T20:53:44.502509,PoW,12,457.25,257.05,2641447.11,0.0818,232,1.0,0.3847,
1602,2026-02-04T20:53:44.502509,PoS,6,182.11,1.0,270.72,0.1108,232,1.0,0.4202,
1603,2026-02-04T20:53:44.502509,Raft,24,134.82,1.0,430.55,0.1132,232,1.0,0.6067,
1604,2026-02-04T20:53:44.502509,PBFT,6,218.56,320.07,192409.05,0.1169,232,1.0,0.7616,
1605,2026-02-04T20:53:44.502509,HotStuff,3,19.33,1.0,377.9,0.1332,232,1.0,0.7439,
1606,2026-02-04T20:54:44.502509,PoW,12,355.8,63.91,623158.41,0.0952,237,5.29,0.4211,
1607,2026-02-04T20:54:44.502509,PoS,7,136.56,297.39,78075.66,0.1647,237,5.29,0.4328,
1608,2026-02-04T20:54:44.502509,Raft,24,124.7,2042.77,1072945.84,0.16,237,5.29,0.5922,
1609,2026-02-04T20:54:44.502509,PBFT,7,118.89,37.01,18741.13,0.1853,237,5.29,0.7327,
1610,2026-02-04T20:54:44.502509,HotStuff,3,71.34,2852.67,836330.87,0.15,237,5.29,0.7549,
1611,2026-02-04T20:55:44.502509,PoW,12,236.56,183.29,2149161.78,0.1791,172,10.6,0.4423,
1612,2026-02-04T20:55:44.502509,PoS,7,170.29,1.0,258.48,0.1432,172,10.6,0.4254,
1613,2026-02-04T20:55:44.502509,Raft,25,88.03,1452.56,534861.73,0.227,172,10.6,0.6178,
1614,2026-02-04T20:55:44.502509,PBFT,7,233.07,1.0,498.81,0.1894,172,10.6,0.7372,
1615,2026-02-04T20:55:44.502509,HotStuff,3,82.1,312.87,63886.39,0.1531,172,10.6,0.7372,
1616,2026-02-04T20:56:44.502509,PoW,13,341.06,1.0,9385.47,0.1668,211,12.91,0.4194,
1617,2026-02-04T20:56:44.502509,PoS,7,231.29,1.0,311.94,0.1639,211,12.91,0.4584,
1618,2026-02-04T20:56:44.502509,Raft,24,137.95,1.0,368.55,0.1848,211,12.91,0.628,
1619,2026-02-04T20:56:44.502509,PBFT,7,79.88,150.36,108778.69,0.2706,211,12.91,0.7896,
1620,2026-02-04T20:56:44.502509,HotStuff,3,34.2,2332.15,1022750.75,0.1969,211,12.91,0.7944,
1621,2026-02-04T20:57:44.502509,PoW,13,446.04,1.0,15133.66,0.2249,180,20.33,0.409,
1622,2026-02-04T20:57:44.502509,PoS,6,44.07,830.98,317530.46,0.2708,180,20.33,0.485,
1623,2026-02-04T20:57:44.502509,Raft,24,89.87,1298.88,399918.0,0.2859,180,20.33,0.6213,
1624,2026-02-04T20:57:44.502509,PBFT,7,22.99,1.0,841.63,0.2967,180,20.33,0.777,
1625,2026-02-04T20:57:44.502509,HotStuff,3,5.0,1654.94,482090.38,0.2149,180,20.33,0.7827,
1626,2026-02-04T20:58:44.502509,PoW,12,629.16,40.08,600375.45,0.2644,204,26.3,0.4541,
1627,2026-02-04T20:58:44.502509,PoS,6,210.97,629.83,212525.31,0.3655,204,26.3,0.5214,
1628,2026-02-04T20:58:44.502509,Raft,24,119.41,3850.41,2348285.4,0.3061,204,26.3,0.65,
1629,2026-02-04T20:58:44.502509,PBFT,6,149.46,615.34,304419.18,0.3365,204,26.3,0.819,
1630,2026-02-04T20:58:44.502509,HotStuff,3,95.92,1183.87,375916.3,0.3228,204,26.3,0.7939,
1631,2026-02-04T20:59:44.502509,PoW,13,335.26,86.03,718940.24,0.119,247,8.24,0.3853,
1632,2026-02-04T20:59:44.502509,PoS,6,91.66,410.18,95852.37,0.1624,247,8.24,0.4507,
1633,2026-02-04T20:59:44.502509,Raft,25,70.1,2108.12,695897.87,0.1849,247,8.24,0.6213,
1634,2026-02-04T20:59:44.502509,PBFT,6,164.67,515.84,367133.32,0.1918,247,8.24,0.7818,
1635,2026-02-04T20:59:44.502509,HotStuff,3,84.38,544.14,198495.36,0.1768,247,8.24,0.7462,
1636,2026-02-04T21:00:44.502509,PoW,13,564.08,9.54,86586.14,0.1476,195,12.34,0.3884,
1637,2026-02-04T21:00:44.502509,PoS,5,104.53,1.0,471.05,0.2146,195,12.34,0.4423,
1638,2026-02-04T21:00:44.502509,Raft,25,88.01,539.57,266825.52,0.213,195,12.34,0.6009,
1639,2026-02-04T21:00:44.502509,PBFT,7,318.95,1.0,609.34,0.2233,195,12.34,0.7303,
1640,2026-02-04T21:00:44.502509,HotStuff,3,33.09,536.47,188802.26,0.1762,195,12.34,0.7492,
1641,2026-02-04T21:01:44.502509,PoW,13,344.88,207.86,1938333.65,0.118,152,8.11,0.4178,
1642,2026-02-04T21:01:44.502509,PoS,5,21.16,507.47,136614.11,0.203,152,8.11,0.4355,
1643,2026-02-04T21:01:44.502509,Raft,25,74.28,1.0,431.66,0.1671,152,8.11,0.5458,
1644,2026-02-04T21:01:44.502509,PBFT,8,351.72,346.76,194602.76,0.2366,152,8.11,0.7805,
1645,2026-02-04T21:01:44.502509,HotStuff,3,113.18,509.0,152071.36,0.1487,152,8.11,0.7292,
1646,2026-02-04T21:02:44.502509,PoW,13,502.34,15.82,246452.05,0.1111,177,2.55,0.3926,
1647,2026-02-04T21:02:44.502509,PoS,5,125.95,337.49,114156.16,0.1162,177,2.55,0.443,
1648,2026-02-04T21:02:44.502509,Raft,24,137.2,339.61,183824.57,0.1233,177,2.55,0.5727,
1649,2026-02-04T21:02:44.502509,PBFT,9,324.4,118.69,94110.94,0.1422,177,2.55,0.7339,
1650,2026-02-04T21:02:44.502509,HotStuff,3,95.37,111.82,29756.65,0.107,177,2.55,0.7384,
1651,2026-02-04T21:03:44.502509,PoW,13,323.13,85.66,1002498.94,0.2505,202,23.12,0.459,
1652,2026-02-04T21:03:44.502509,PoS,4,89.13,653.96,197362.3,0.2587,202,23.12,0.4584,
1653,2026-02-04T21:03:44.502509,Raft,24,109.86,1.0,553.01,0.3126,202,23.12,0.6073,
1654,2026-02-04T21:03:44.502509,PBFT,10,265.5,1.0,873.24,0.323,202,23.12,0.7957,
1655,2026-02-04T21:03:44.502509,HotStuff,3,79.76,1323.72,421432.87,0.2603,202,23.12,0.784,
1656,2026-02-04T21:04:44.502509,PoW,13,200.21,11.16,106714.02,0.1429,162,12.0,0.4336,
1657,2026-02-04T21:04:44.502509,PoS,3,158.42,138.71,14801.46,0.2315,162,12.0,0.4822,
1658,2026-02-04T21:04:44.502509,Raft,24,140.16,606.77,338908.5,0.156,162,12.0,0.5372,
1659,2026-02-04T21:04:44.502509,PBFT,10,300.39,190.4,120923.9,0.2401,162,12.0,0.7565,
1660,2026-02-04T21:04:44.502509,HotStuff,3,19.94,1597.7,579596.37,0.1205,162,12.0,0.7281,
1661,2026-02-04T21:05:44.502509,PoW,13,910.21,120.33,1080954.73,0.1417,137,5.24,0.4365,
1662,2026-02-04T21:05:44.502509,PoS,3,93.41,1.0,379.84,0.1485,137,5.24,0.4192,
1663,2026-02-04T21:05:44.502509,Raft,24,116.75,921.25,483653.49,0.1222,137,5.24,0.5439,
1664,2026-02-04T21:05:44.502509,PBFT,11,187.51,226.26,172952.66,0.1995,137,5.24,0.7539,
1665,2026-02-04T21:05:44.502509,HotStuff,3,49.67,1575.84,588778.75,0.1334,137,5.24,0.7243,
1666,2026-02-04T21:06:44.502509,PoW,13,289.14,1.0,9932.05,0.1863,166,16.62,0.4315,
1667,2026-02-04T21:06:44.502509,PoS,3,128.16,179.76,48765.68,0.2976,166,16.62,0.4787,
1668,2026-02-04T21:06:44.502509,Raft,24,195.85,404.24,165042.47,0.2225,166,16.62,0.6383,
1669,2026-02-04T21:06:44.502509,PBFT,11,92.46,1.0,891.19,0.2646,166,16.62,0.7699,
1670,2026-02-04T21:06:44.502509,HotStuff,5,44.61,1.0,261.05,0.2053,166,16.62,0.7493,
1671,2026-02-04T21:07:44.502509,PoW,13,616.49,76.6,636081.53,0.2544,185,22.28,0.4357,
1672,2026-02-04T21:07:44.502509,PoS,3,156.87,1.0,341.08,0.3007,185,22.28,0.4516,
1673,2026-02-04T21:07:44.502509,Raft,23,86.32,1.0,401.72,0.262,185,22.28,0.5968,
1674,2026-02-04T21:07:44.502509,PBFT,11,210.71,842.53,774236.94,0.3399,185,22.28,0.7845,
1675,2026-02-04T21:07:44.502509,HotStuff,5,29.3,276.87,108895.04,0.236,185,22.28,0.7595,
1676,2026-02-04T21:08:44.502509,PoW,13,301.77,215.18,2053226.61,0.0846,159,3.15,0.4006,
1677,2026-02-04T21:08:44.502509,PoS,3,105.84,226.43,55338.66,0.1727,159,3.15,0.3982,
1678,2026-02-04T21:08:44.502509,Raft,22,64.33,545.87,152265.31,0.1232,159,3.15,0.5562,
1679,2026-02-04T21:08:44.502509,PBFT,11,269.04,115.77,57126.07,0.1853,159,3.15,0.7389,
1680,2026-02-04T21:08:44.502509,HotStuff,5,62.89,2573.49,977049.15,0.0945,159,3.15,0.7207,
1681,2026-02-04T21:09:44.502509,PoW,13,69.33,91.25,715159.94,0.0767,155,7.35,0.3781,
1682,2026-02-04T21:09:44.502509,PoS,3,142.9,741.23,196390.41,0.1845,155,7.35,0.3868,
1683,2026-02-04T21:09:44.502509,Raft,21,125.73,2613.2,1100309.91,0.1676,155,7.35,0.564,
1684,2026-02-04T21:09:44.502509,PBFT,12,12.58,104.43,90206.97,0.1724,155,7.35,0.7041,
1685,2026-02-04T21:09:44.502509,HotStuff,5,51.5,1221.25,429997.36,0.1635,155,7.35,0.7402,
1686,2026-02-04T21:10:44.502509,PoW,12,713.87,71.95,826359.15,0.1116,180,5.23,0.4322,
1687,2026-02-04T21:10:44.502509,PoS,3,78.76,281.4,86309.14,0.1359,180,5.23,0.446,
1688,2026-02-04T21:10:44.502509,Raft,21,158.7,1.0,425.36,0.1097,180,5.23,0.5591,
1689,2026-02-04T21:10:44.502509,PBFT,11,238.82,66.4,54487.45,0.1906,180,5.23,0.7496,
1690,2026-02-04T21:10:44.502509,HotStuff,5,5.0,2200.76,834969.38,0.1037,180,5.23,0.7326,
1691,2026-02-04T21:11:44.502509,PoW,12,437.19,1.0,7233.91,0.1444,166,6.62,0.4009,
1692,2026-02-04T21:11:44.502509,PoS,3,69.38,1.0,318.68,0.1962,166,6.62,0.429,
1693,2026-02-04T21:11:44.502509,Raft,21,116.07,589.86,294102.71,0.1689,166,6.62,0.6023,
1694,2026-02-04T21:11:44.502509,PBFT,12,296.33,1.0,969.8,0.1856,166,6.62,0.7611,
1695,2026-02-04T21:11:44.502509,HotStuff,5,79.56,1.0,440.39,0.1425,166,6.62,0.7405,
1696,2026-02-04T21:12:44.502509,PoW,12,363.75,1.0,11361.51,0.1066,192,1.0,0.3951,
1697,2026-02-04T21:12:44.502509,PoS,3,146.3,810.9,197909.04,0.1653,192,1.0,0.4215,
1698,2026-02-04T21:12:44.502509,Raft,20,135.37,2117.35,698737.35,0.1172,192,1.0,0.5917,
1699,2026-02-04T21:12:44.502509,PBFT,12,241.39,455.47,349378.12,0.1444,192,1.0,0.7607,
1700,2026-02-04T21:12:44.502509,HotStuff,6,5.0,2534.53,1008800.3,0.1071,192,1.0,0.746,
1701,2026-02-04T21:13:44.502509,PoW,13,442.68,1.0,11421.02,0.2223,114,21.36,0.4451,
1702,2026-02-04T21:13:44.502509,PoS,4,56.35,1.0,314.51,0.284,114,21.36,0.4304,
1703,2026-02-04T21:13:44.502509,Raft,20,171.8,699.52,301831.85,0.2642,114,21.36,0.5881,
1704,2026-02-04T21:13:44.502509,PBFT,12,106.9,1.0,742.13,0.3035,114,21.36,0.7692,
1705,2026-02-04T21:13:44.502509,HotStuff,6,88.21,1424.04,684606.87,0.2266,114,21.36,0.7513,
1706,2026-02-04T21:14:44.502509,PoW,13,25.98,36.78,439276.95,0.1057,215,3.86,0.4002,
1707,2026-02-04T21:14:44.502509,PoS,5,65.63,1.0,289.33,0.1322,215,3.86,0.4466,
1708,2026-02-04T21:14:44.502509,Raft,20,159.71,1286.98,372294.31,0.1172,215,3.86,0.5416,
1709,2026-02-04T21:14:44.502509,PBFT,13,316.38,778.6,707983.97,0.1586,215,3.86,0.7877,
1710,2026-02-04T21:14:44.502509,HotStuff,7,77.49,1.0,447.43,0.0998,215,3.86,0.7142,
1711,2026-02-04T21:15:44.502509,PoW,12,324.31,129.55,1010210.01,0.2303,123,17.94,0.4636,
1712,2026-02-04T21:15:44.502509,PoS,5,161.35,1.0,350.14,0.2614,123,17.94,0.4377,
1713,2026-02-04T21:15:44.502509,Raft,20,153.02,2787.67,854204.06,0.2456,123,17.94,0.5857,
1714,2026-02-04T21:15:44.502509,PBFT,12,126.73,1.0,774.1,0.3126,123,17.94,0.756,
1715,2026-02-04T21:15:44.502509,HotStuff,6,75.26,255.67,123740.24,0.209,123,17.94,0.7715,
1716,2026-02-04T21:16:44.502509,PoW,12,316.77,44.21,341349.77,0.2023,173,19.21,0.4084,
1717,2026-02-04T21:16:44.502509,PoS,5,65.4,514.16,152461.38,0.2684,173,19.21,0.4482,
1718,2026-02-04T21:16:44.502509,Raft,20,95.58,1.0,354.92,0.2206,173,19.21,0.5855,
1719,2026-02-04T21:16:44.502509,PBFT,12,339.42,259.97,197792.62,0.288,173,19.21,0.7583,
1720,2026-02-04T21:16:44.502509,HotStuff,7,120.32,1946.88,657771.17,0.2305,173,19.21,0.7563,
1721,2026-02-04T21:17:44.502509,PoW,11,388.33,11.41,76981.81,0.2027,166,16.98,0.4438,
1722,2026-02-04T21:17:44.502509,PoS,4,133.66,1.0,305.38,0.2923,166,16.98,0.442,
1723,2026-02-04T21:17:44.502509,Raft,21,159.86,1.0,448.0,0.2064,166,16.98,0.5918,
1724,2026-02-04T21:17:44.502509,PBFT,12,144.49,560.81,413612.8,0.2587,166,16.98,0.7492,
1725,2026-02-04T21:17:44.502509,HotStuff,7,32.25,807.29,362751.74,0.1961,166,16.98,0.723,
1726,2026-02-04T21:18:44.502509,PoW,11,321.39,73.27,713271.89,0.0944,175,1.66,0.4068,
1727,2026-02-04T21:18:44.502509,PoS,4,171.26,389.71,126180.32,0.1367,175,1.66,0.4042,
1728,2026-02-04T21:18:44.502509,Raft,21,82.55,1.0,308.9,0.11,175,1.66,0.576,
1729,2026-02-04T21:18:44.502509,PBFT,11,279.93,775.61,638075.66,0.1596,175,1.66,0.7666,
1730,2026-02-04T21:18:44.502509,HotStuff,6,122.15,385.16,181103.3,0.092,175,1.66,0.7329,
1731,2026-02-04T21:19:44.502509,PoW,11,369.27,33.99,202549.87,0.1767,188,13.73,0.4478,
1732,2026-02-04T21:19:44.502509,PoS,4,128.29,490.57,162331.57,0.2411,188,13.73,0.4403,
1733,2026-02-04T21:19:44.502509,Raft,21,64.92,3477.26,1098525.45,0.1762,188,13.73,0.6168,
1734,2026-02-04T21:19:44.502509,PBFT,12,130.04,823.61,768066.77,0.2268,188,13.73,0.7607,
1735,2026-02-04T21:19:44.502509,HotStuff,6,48.02,1.0,328.86,0.1937,188,13.73,0.742,
1736,2026-02-04T21:20:44.502509,PoW,12,391.65,66.03,464869.7,0.0962,146,2.74,0.382,
1737,2026-02-04T21:20:44.502509,PoS,3,79.46,501.93,119155.08,0.1152,146,2.74,0.3906,
1738,2026-02-04T21:20:44.502509,Raft,22,141.78,1.0,440.59,0.0896,146,2.74,0.5651,
1739,2026-02-04T21:20:44.502509,PBFT,13,351.2,321.59,204340.18,0.1504,146,2.74,0.7157,
1740,2026-02-04T21:20:44.502509,HotStuff,5,69.87,2976.32,1346845.2,0.0866,146,2.74,0.7547,
1741,2026-02-04T21:21:44.502509,PoW,11,583.0,126.4,1077375.51,0.2043,142,23.03,0.4646,
1742,2026-02-04T21:21:44.502509,PoS,3,107.82,1.0,224.75,0.3001,142,23.03,0.4478,
1743,2026-02-04T21:21:44.502509,Raft,22,116.65,1605.27,535792.74,0.3252,142,23.03,0.6305,
1744,2026-02-04T21:21:44.502509,PBFT,12,37.91,273.92,227789.01,0.3726,142,23.03,0.7996,
1745,2026-02-04T21:21:44.502509,HotStuff,5,89.93,1.0,140.9,0.2646,142,23.03,0.7593,
1746,2026-02-04T21:22:44.502509,PoW,11,509.61,1.0,11714.59,0.0943,174,2.84,0.4366,
1747,2026-02-04T21:22:44.502509,PoS,3,90.82,253.95,75259.36,0.1347,174,2.84,0.453,
1748,2026-02-04T21:22:44.502509,Raft,23,74.7,2554.65,950771.38,0.1415,174,2.84,0.6017,
1749,2026-02-04T21:22:44.502509,PBFT,12,155.72,1.0,877.79,0.1683,174,2.84,0.7484,
1750,2026-02-04T21:22:44.502509,HotStuff,5,39.6,924.02,342340.97,0.1279,174,2.84,0.7143,
1751,2026-02-04T21:23:44.502509,PoW,12,434.93,1.0,11911.97,0.1268,149,5.43,0.3976,
1752,2026-02-04T21:23:44.502509,PoS,4,62.93,784.02,159599.79,0.1592,149,5.43,0.4118,
1753,2026-02-04T21:23:44.502509,Raft,23,93.0,2254.9,855130.56,0.1366,149,5.43,0.6169,
1754,2026-02-04T21:23:44.502509,PBFT,12,244.94,346.37,169783.01,0.1827,149,5.43,0.7702,
1755,2026-02-04T21:23:44.502509,HotStuff,5,47.98,821.25,213604.91,0.1371,149,5.43,0.7661,
1756,2026-02-04T21:24:44.502509,PoW,11,478.21,52.51,464529.18,0.1612,174,9.48,0.4102,
1757,2026-02-04T21:24:44.502509,PoS,3,103.04,460.52,138240.88,0.1804,174,9.48,0.4334,
1758,2026-02-04T21:24:44.502509,Raft,23,75.63,1.0,565.86,0.1792,174,9.48,0.6283,
1759,2026-02-04T21:24:44.502509,PBFT,12,5.86,1.0,818.98,0.2358,174,9.48,0.7575,
1760,2026-02-04T21:24:44.502509,HotStuff,5,93.15,162.25,70811.03,0.1567,174,9.48,0.762,
1761,2026-02-04T21:25:44.502509,PoW,12,453.72,1.0,10087.36,0.1681,176,13.3,0.3853,
1762,2026-02-04T21:25:44.502509,PoS,4,152.32,453.99,86295.63,0.2224,176,13.3,0.4568,
1763,2026-02-04T21:25:44.502509,Raft,23,17.39,1510.51,594856.58,0.1918,176,13.3,0.5846,
1764,2026-02-04T21:25:44.502509,PBFT,12,159.93,1.0,1059.67,0.2092,176,13.3,0.7427,
1765,2026-02-04T21:25:44.502509,HotStuff,5,75.62,1.0,454.38,0.2124,176,13.3,0.778,
1766,2026-02-04T21:26:44.502509,PoW,11,554.68,48.63,524923.61,0.2153,173,23.37,0.4268,
1767,2026-02-04T21:26:44.502509,PoS,4,129.25,249.35,75684.33,0.3346,173,23.37,0.4844,
1768,2026-02-04T21:26:44.502509,Raft,23,96.99,1809.82,921583.12,0.2506,173,23.37,0.5758,
1769,2026-02-04T21:26:44.502509,PBFT,12,270.56,370.4,278715.97,0.3096,173,23.37,0.7872,
1770,2026-02-04T21:26:44.502509,HotStuff,5,41.84,1.0,440.44,0.2825,173,23.37,0.8201,
1771,2026-02-04T21:27:44.502509,PoW,11,469.42,22.71,233892.25,0.1458,185,8.02,0.4126,
1772,2026-02-04T21:27:44.502509,PoS,5,120.83,221.59,83493.01,0.1961,185,8.02,0.4613,
1773,2026-02-04T21:27:44.502509,Raft,23,82.14,2841.94,866259.29,0.1756,185,8.02,0.5572,
1774,2026-02-04T21:27:44.502509,PBFT,12,156.54,540.61,383251.97,0.1932,185,8.02,0.7603,
1775,2026-02-04T21:27:44.502509,HotStuff,6,48.58,1.0,454.89,0.1709,185,8.02,0.7418,
1776,2026-02-04T21:28:44.502509,PoW,12,857.55,46.02,616259.08,0.2756,149,28.42,0.4222,
1777,2026-02-04T21:28:44.502509,PoS,4,92.07,133.44,38841.53,0.3579,149,28.42,0.4893,
1778,2026-02-04T21:28:44.502509,Raft,24,34.48,4881.98,2318671.19,0.3495,149,28.42,0.6244,
1779,2026-02-04T21:28:44.502509,PBFT,11,219.01,1.0,730.35,0.3524,149,28.42,0.77,
1780,2026-02-04T21:28:44.502509,HotStuff,6,81.73,438.26,193599.04,0.337,149,28.42,0.8008,
1781,2026-02-04T21:29:44.502509,PoW,13,521.21,13.26,118310.19,0.1648,180,11.32,0.4129,
1782,2026-02-04T21:29:44.502509,PoS,4,135.06,164.08,60065.52,0.2168,180,11.32,0.4539,
1783,2026-02-04T21:29:44.502509,Raft,23,113.72,2818.63,1343588.66,0.1714,180,11.32,0.5947,
1784,2026-02-04T21:29:44.502509,PBFT,12,125.08,1.0,748.73,0.1975,180,11.32,0.7554,
1785,2026-02-04T21:29:44.502509,HotStuff,6,116.92,1347.42,716436.83,0.1756,180,11.32,0.7635,
1786,2026-02-04T21:30:44.502509,PoW,13,627.51,1.0,9687.78,0.1714,150,13.64,0.4304,
1787,2026-02-04T21:30:44.502509,PoS,4,81.65,574.24,123757.14,0.2226,150,13.64,0.4679,
1788,2026-02-04T21:30:44.502509,Raft,23,145.04,2088.97,732136.51,0.1894,150,13.64,0.5826,
1789,2026-02-04T21:30:44.502509,PBFT,12,268.81,742.96,559177.67,0.251,150,13.64,0.7801,
1790,2026-02-04T21:30:44.502509,HotStuff,6,64.43,1.0,491.75,0.1703,150,13.64,0.7755,
1791,2026-02-04T21:31:44.502509,PoW,13,272.96,1.0,6164.05,0.2197,160,20.04,0.4278,
1792,2026-02-04T21:31:44.502509,PoS,4,102.97,511.76,160925.95,0.2611,160,20.04,0.4458,
1793,2026-02-04T21:31:44.502509,Raft,22,75.45,1.0,502.66,0.292,160,20.04,0.6204,
1794,2026-02-04T21:31:44.502509,PBFT,12,254.4,271.34,246465.5,0.2929,160,20.04,0.7703,
1795,2026-02-04T21:31:44.502509,HotStuff,6,18.75,2000.27,772168.63,0.2055,160,20.04,0.7845,
1796,2026-02-04T21:32:44.502509,PoW,14,403.17,24.48,130232.67,0.0687,105,5.11,0.3862,
1797,2026-02-04T21:32:44.502509,PoS,4,71.82,1.0,377.29,0.1678,105,5.11,0.435,
1798,2026-02-04T21:32:44.502509,Raft,21,94.32,1575.28,696928.72,0.1592,105,5.11,0.5384,
1799,2026-02-04T21:32:44.502509,PBFT,12,270.75,56.81,46961.67,0.2172,105,5.11,0.75,
1800,2026-02-04T21:32:44.502509,HotStuff,6,47.76,1.0,344.44,0.1118,105,5.11,0.7665,
1801,2026-02-04T21:33:44.502509,PoW,14,537.28,14.06,160904.21,0.0832,128,2.2,0.3493,
1802,2026-02-04T21:33:44.502509,PoS,4,87.59,1.0,367.32,0.1268,128,2.2,0.4191,
1803,2026-02-04T21:33:44.502509,Raft,21,115.55,1413.02,383418.2,0.107,128,2.2,0.5381,
1804,2026-02-04T21:33:44.502509,PBFT,12,103.51,998.05,838081.54,0.1318,128,2.2,0.7398,
1805,2026-02-04T21:33:44.502509,HotStuff,5,28.14,1.0,300.13,0.0863,128,2.2,0.7113,
1806,2026-02-04T21:34:44.502509,PoW,13,471.3,1.0,9703.07,0.2954,49,31.38,0.4638,
1807,2026-02-04T21:34:44.502509,PoS,4,67.91,983.05,314597.27,0.363,49,31.38,0.4847,
1808,2026-02-04T21:34:44.502509,Raft,21,53.89,1.0,362.81,0.375,49,31.38,0.6362,
1809,2026-02-04T21:34:44.502509,PBFT,13,223.63,1.0,865.3,0.3889,49,31.38,0.7758,
1810,2026-02-04T21:34:44.502509,HotStuff,5,69.33,2479.02,1177821.98,0.2995,49,31.38,0.7829,
1811,2026-02-04T21:35:44.502509,PoW,14,535.06,219.09,2572673.21,0.1517,169,9.1,0.4281,
1812,2026-02-04T21:35:44.502509,PoS,3,147.1,1.0,322.38,0.1964,169,9.1,0.4584,
1813,2026-02-04T21:35:44.502509,Raft,22,59.15,1116.16,490829.71,0.166,169,9.1,0.5821,
1814,2026-02-04T21:35:44.502509,PBFT,13,219.84,67.75,62114.75,0.2579,169,9.1,0.7744,
1815,2026-02-04T21:35:44.502509,HotStuff,4,71.01,780.72,331465.68,0.1648,169,9.1,0.7312,
1816,2026-02-04T21:36:44.502509,PoW,15,436.09,54.21,641750.28,0.2042,169,19.87,0.4198,
1817,2026-02-04T21:36:44.502509,PoS,4,170.47,1.0,277.82,0.3033,169,19.87,0.4463,
1818,2026-02-04T21:36:44.502509,Raft,23,128.9,1398.43,629445.59,0.2552,169,19.87,0.6111,
1819,2026-02-04T21:36:44.502509,PBFT,13,238.69,330.84,175357.68,0.3025,169,19.87,0.7894,
1820,2026-02-04T21:36:44.502509,HotStuff,4,60.21,1081.39,253784.27,0.2365,169,19.87,0.8106,
1821,2026-02-04T21:37:44.502509,PoW,15,374.11,1.0,6078.79,0.1215,209,8.45,0.4102,
1822,2026-02-04T21:37:44.502509,PoS,5,32.78,1.0,335.92,0.1989,209,8.45,0.4219,
1823,2026-02-04T21:37:44.502509,Raft,23,111.31,1.0,400.76,0.1968,209,8.45,0.5783,
1824,2026-02-04T21:37:44.502509,PBFT,13,150.95,1023.49,761732.4,0.2203,209,8.45,0.7748,
1825,2026-02-04T21:37:44.502509,HotStuff,3,145.23,1.0,280.06,0.1505,209,8.45,0.7726,
1826,2026-02-04T21:38:44.502509,PoW,15,680.74,1.0,7529.2,0.1527,139,12.11,0.3992,
1827,2026-02-04T21:38:44.502509,PoS,5,165.68,442.98,132642.47,0.212,139,12.11,0.4499,
